0,1,2,3,4,5,6,7,8,9
1.691472e-07,1.4725724e-06,1.6085145e-05,0.98745966,1.2711557e-06,9.1121757e-07,4.4900895e-07,1.4433955e-07,0.0125157675,4.0637005e-06
3.206588e-11,2.7953457e-09,6.318105e-10,0.00022623644,2.9506694e-07,5.5431886e-09,0.99977356,5.7427505e-12,3.1123572e-11,3.174468e-12
6.673394e-09,1.8239143e-12,0.999894,0.000102844046,5.63681e-10,8.811101e-12,3.206059e-10,1.0902854e-12,3.0878366e-06,4.6231867e-09
1.2058082e-13,4.67762e-15,1.0,7.977166e-09,2.8367673e-12,2.2315922e-15,9.1941496e-14,1.5858545e-17,3.4120433e-09,8.8789565e-10
1.2972427e-14,1.9998903e-15,3.8500152e-20,3.986443e-13,2.5578487e-16,1.0,4.4784808e-13,9.423258e-12,6.925299e-14,1.8521283e-14
1.0,5.2935788e-11,1.00893e-11,5.524533e-10,2.982821e-10,9.751761e-09,8.0649024e-13,5.3648963e-10,8.635553e-11,1.092868e-09
3.418648e-13,2.3439271e-11,6.402209e-16,2.7613996e-11,2.2672884e-11,2.6376476e-10,9.786706e-15,1.0,1.7730142e-12,2.3433702e-13
0.99887925,0.00013421124,4.6690875e-05,5.993832e-05,3.1914133e-05,0.00068854797,6.825882e-05,3.6929887e-05,1.963641e-05,3.4616638e-05
1.1019807e-09,1.2114e-09,0.9990441,4.196268e-08,2.4838067e-09,1.0134405e-11,2.6310182e-10,4.474157e-13,3.3513746e-08,0.0009557938
1.1826674e-11,1.1131677e-12,1.4923442e-16,2.9446894e-12,1.2324e-11,1.0,8.467891e-12,1.6863606e-09,2.5443562e-12,3.942507e-11
2.3484792e-05,0.00039199894,0.0013608965,0.0005311753,0.0004200997,0.00012797504,0.00012717837,4.9094517e-05,0.00021949361,0.9967487
8.5374824e-10,2.1946193e-10,0.9999896,9.096111e-07,1.920963e-09,4.2482498e-12,3.8398235e-10,3.918293e-13,6.086151e-08,9.3018925e-06
2.1483733e-27,3.5855156e-28,1.7693314e-24,8.138629e-24,3.182309e-32,1.4295646e-27,5.1087147e-36,2.02653e-31,1.0,3.998039e-21
4.6224763e-08,2.0578763e-09,1.10104305e-14,5.2219437e-11,2.503158e-06,4.641241e-08,3.823209e-12,0.9999975,2.493187e-12,4.163041e-08
3.484112e-18,3.825472e-16,7.8911204e-16,6.1823285e-12,5.648607e-19,1.402082e-17,6.786403e-22,6.078268e-19,1.0,2.6157235e-14
1.176607e-06,2.7691608e-06,0.84060985,0.00027339798,1.4151989e-06,1.1082554e-06,6.88763e-07,2.907521e-08,0.00019707262,0.15891251
3.17443e-07,1.3480473e-05,0.90307784,0.0018339363,2.965161e-06,5.9964515e-07,2.7219386e-07,1.6618198e-07,0.09181254,0.0032577934
2.9278283e-22,1.0,4.7279885e-25,1.4751401e-13,1.4827952e-14,1.114496e-15,2.154218e-18,4.159645e-16,5.783045e-19,5.9714755e-13
9.751843e-11,4.382178e-09,2.1619704e-09,4.7662063e-10,0.9999999,1.6722065e-09,9.73019e-09,6.688309e-09,3.312763e-11,1.1974977e-07
3.1316714e-12,3.5251923e-12,6.060744e-18,5.495683e-14,1.4931906e-11,3.452197e-13,3.6211521e-16,1.0,1.0952231e-14,2.2697598e-14
3.4145635e-16,5.2864563e-18,1.9189174e-13,7.5054817e-13,2.2705118e-19,4.2844913e-15,1.295041e-20,1.5990541e-18,1.0,6.5605004e-12
5.961101e-23,2.86286e-18,2.197066e-26,3.982669e-19,1.0,3.797869e-19,9.703216e-22,2.935968e-16,2.2674916e-26,4.0669522e-21
9.460294e-10,2.0358355e-09,2.7986358e-09,6.112922e-09,1.0,9.434746e-09,7.977104e-09,7.887824e-09,2.1490712e-11,2.8752514e-09
1.4517012e-11,4.118658e-15,1.5554875e-20,2.5827456e-14,7.352836e-16,1.0,4.6336645e-15,1.3116547e-12,3.1498957e-15,4.3891644e-12
0.9999994,5.279625e-09,2.0019735e-07,3.0520888e-09,2.0857371e-07,1.943041e-08,7.2633527e-10,3.9359196e-09,3.7869471e-10,8.471798e-08
6.965793e-07,5.191479e-07,0.99336904,2.9144396e-05,2.567468e-06,1.817374e-08,9.7038196e-08,3.7792516e-09,1.6925766e-05,0.006580851
3.9125072e-07,2.2744581e-07,4.3933195e-09,6.560695e-07,2.7000897e-07,0.99999475,2.9879702e-06,5.47921e-07,3.7238518e-08,3.4526092e-08
1.2386552e-07,9.146176e-05,8.551589e-07,0.889519,0.00015442529,1.9780768e-05,0.11021238,6.250652e-08,1.5347258e-06,3.6190232e-07
1.683927e-06,9.025351e-07,0.03396965,0.9658857,1.4696476e-05,4.0295484e-07,2.491541e-05,1.8436613e-06,8.8556655e-05,1.1756082e-05
1.7256002e-07,3.2022552e-07,1.0308428e-06,5.569639e-06,6.234738e-06,2.6207783e-05,0.9999604,3.3943115e-09,1.4664566e-08,8.751002e-09
1.6114568e-11,6.5575664e-14,5.244079e-17,2.2623659e-13,3.598572e-14,1.0,3.9278307e-12,3.2240694e-12,1.1951518e-13,3.391716e-12
1.3352967e-10,1.9804071e-08,6.7329315e-06,4.922069e-09,1.011191e-10,2.010606e-10,9.573906e-12,1.0206251e-11,7.173657e-08,0.9999931
7.292431e-10,2.7661016e-09,1.0242071e-06,0.9999989,5.424109e-08,1.07521714e-10,4.158466e-09,3.7033383e-09,5.0499274e-08,1.8768322e-09
9.931389e-22,8.5483235e-18,1.644867e-19,1.7062326e-20,1.0,8.0433666e-20,1.9968161e-17,5.250797e-20,4.371843e-24,1.34191e-15
1.5028931e-07,1.048998e-06,5.3736305e-05,0.000113803384,0.00037534477,2.0944015e-05,0.99943477,2.6438936e-08,4.4718902e-08,2.329915e-08
3.0381964e-09,5.5925766e-09,2.93849e-11,2.3917694e-08,1.0294827e-07,2.0557859e-07,6.1736095e-11,0.99999964,2.1630178e-09,6.636091e-10
2.0450366e-06,3.7759069e-06,6.7702835e-08,6.009321e-06,1.555474e-05,1.2535195e-05,9.529854e-08,0.99995124,8.1367267e-07,7.944993e-06
3.3775645e-08,0.99998057,6.9047346e-10,1.4912131e-06,1.6324326e-05,9.482122e-08,1.7063394e-07,3.5639252e-07,2.7526698e-07,6.503814e-07
6.96216e-13,6.3263917e-12,3.4910236e-14,2.8388495e-13,1.0,8.0238365e-11,1.2722436e-11,2.0289321e-12,1.8330545e-15,1.0860019e-10
7.5059816e-06,1.2558004e-07,2.3105711e-08,2.531482e-07,4.0403553e-08,0.99997056,2.0365038e-05,4.6240828e-07,1.5519625e-07,5.744883e-07
0.9847654,6.867388e-06,6.0403487e-05,0.0001378564,0.014039384,4.523624e-05,4.9663624e-05,0.00087146123,3.1129498e-06,2.053501e-05
2.5607396e-15,6.928568e-16,2.314954e-15,4.1672727e-14,8.85615e-19,1.217812e-15,8.457974e-21,2.0798641e-17,1.0,1.5547404e-12
3.0019394e-06,3.3276945e-05,0.00054727466,1.3639115e-05,6.68195e-05,1.043039e-07,2.4451847e-07,3.4710638e-06,2.1746298e-06,0.99933004
2.0338829e-13,1.6798059e-12,1.25369515e-11,2.1831452e-13,1.0,1.4269713e-12,1.4893906e-11,1.7338287e-13,5.0719524e-15,1.4359821e-11
2.331095e-11,7.413509e-10,5.933895e-05,5.0851066e-11,2.5955642e-11,1.3210697e-12,5.715425e-13,5.9046714e-14,5.4240984e-10,0.99994063
1.168973e-12,2.0189444e-13,1.7153687e-13,5.19636e-12,1.5442344e-15,5.2599873e-13,2.9479076e-17,1.14913335e-14,1.0,2.1623479e-11
0.99999845,4.1801895e-09,2.9860465e-12,2.3551046e-07,1.0328939e-07,1.0904921e-06,1.6650858e-11,1.6396584e-08,2.5438318e-09,8.6228134e-08
1.0,9.534664e-12,1.7464553e-12,3.735333e-11,3.4858928e-11,1.6704661e-09,6.042945e-14,6.5875e-11,1.1147576e-11,1.3475693e-10
0.00041602316,0.00016058238,0.021497235,0.9748931,0.00034498578,7.383633e-06,9.31042e-05,1.198402e-05,0.0004188109,0.0021569221
7.1038467e-22,8.247852e-19,2.0594523e-20,2.8760567e-21,1.0,1.5634232e-20,2.703335e-18,3.9405022e-21,1.0747555e-24,1.0510257e-15
3.8870896e-18,4.829899e-22,7.704278e-28,3.04438e-21,1.3708995e-24,1.0,6.7813414e-19,4.1528647e-21,2.3684242e-22,3.3346555e-21
4.2003116e-08,4.1835432e-07,0.0002619977,1.0049863e-07,1.1096545e-08,3.1682163e-08,4.3269104e-09,3.7828918e-09,1.2204036e-06,0.99973613
1.0,3.089545e-10,1.6577151e-14,2.1409932e-09,1.1740829e-09,2.7684428e-09,4.3251694e-14,1.1539018e-10,2.5923983e-11,1.0641906e-10
3.2415095e-18,1.2256289e-13,1.6874391e-12,6.04487e-14,1.0,2.6157933e-14,2.9100972e-10,8.293363e-15,6.5013895e-17,6.700308e-14
4.6080313e-09,3.9203147e-09,1.0615317e-12,1.366623e-09,1.7384635e-07,3.5998302e-09,4.0526523e-12,0.9999999,7.650077e-11,6.0735927e-09
1.4069028e-07,3.0946268e-07,4.2008566e-07,0.9999616,2.9855713e-07,3.9336413e-08,3.6402744e-05,4.156336e-09,5.073148e-07,1.9009813e-07
8.286005e-07,8.8686065e-06,0.00020153119,1.9014848e-06,1.0578306e-07,2.6334115e-07,1.14898505e-07,7.856389e-07,4.08933e-06,0.99978155
3.793587e-07,0.8416098,6.703264e-07,0.11336313,0.04492714,5.9418708e-06,5.128655e-06,1.1954221e-07,7.916327e-06,7.983436e-05
3.751382e-07,1.7563897e-08,0.99959725,2.651713e-06,5.045011e-08,7.56201e-09,8.466841e-08,7.388353e-10,6.420727e-07,0.00039892722
5.150349e-10,2.2780258e-09,2.3977561e-08,0.99999905,7.81216e-09,1.7832524e-11,3.7407375e-09,2.7589963e-11,4.3237925e-08,9.595248e-07
2.6696444e-11,1.0015961e-11,3.167684e-10,1.7834595e-06,2.5991407e-12,1.04856904e-11,3.3007688e-14,4.1289587e-13,0.9999982,4.0901652e-10
1.1275536e-09,1.02894034e-10,0.99994147,4.954735e-05,3.6039756e-09,7.259868e-11,7.789255e-10,6.4456374e-12,8.797307e-06,1.6536357e-07
0.99881494,7.962388e-05,9.8067885e-06,2.278423e-05,8.099953e-06,0.0010017205,3.5820944e-05,4.6413666e-06,2.3037055e-06,2.0319982e-05
1.1941691e-09,0.004430803,6.335967e-07,2.0986161e-07,1.0472617e-06,1.2627262e-07,2.5247358e-09,1.1559662e-08,2.5356042e-07,0.9955669
8.3904036e-11,1.591299e-10,1.7045496e-14,7.6242025e-12,4.646731e-10,2.3663793e-10,2.2960914e-13,1.0,2.0402999e-11,7.952183e-11
5.2828135e-08,1.5282152e-08,1.1401793e-11,8.700967e-09,1.5766808e-08,7.6397855e-10,1.2335757e-11,0.9999999,2.0615702e-09,2.1385918e-10
8.750757e-07,2.2868744e-07,7.327056e-05,5.556928e-07,1.900633e-06,2.1538328e-08,4.4108033e-09,4.805954e-08,1.8234743e-07,0.9999229
4.7657686e-06,0.99190336,1.963502e-06,0.003335906,0.0018783737,0.0001593759,2.4159493e-05,2.085664e-05,0.0023239676,0.00034727866
6.0698966e-08,8.640813e-08,1.5132663e-09,2.8667418e-07,1.3960981e-07,5.643046e-07,3.3670051e-09,0.9999989,5.277169e-08,6.2066674e-10
1.14507e-11,2.365142e-11,8.903071e-10,2.7812708e-10,1.0,8.185428e-12,6.414815e-11,2.6410971e-09,8.0660054e-14,1.1164519e-10
1.5989893e-15,7.8011345e-20,2.54734e-25,1.3817922e-19,2.9857129e-21,1.0,8.890037e-18,1.5613559e-19,4.040989e-20,9.701163e-18
0.0057553044,9.907039e-05,5.159924e-05,6.7094625e-05,0.8951622,0.09833187,0.0001367483,0.00029927053,4.950365e-06,9.1982605e-05
4.1339927e-13,0.0002186451,4.5050925e-12,9.805517e-08,0.9996909,8.061796e-09,7.498342e-09,3.5052324e-08,6.0759044e-11,9.030816e-05
5.235849e-06,1.6824046e-07,0.99939954,0.00049624743,3.3252275e-06,4.4285483e-07,2.2074157e-06,4.473891e-08,5.6957695e-05,3.5694648e-05
1.6518339e-08,9.463308e-10,1.1787102e-08,4.6055865e-10,1.0,8.422079e-09,7.886003e-09,2.811861e-10,4.9269918e-11,9.341242e-09
